FIELD|NAMES,name,first,last,capacity,open,close
FIELD|KEYS,1,0,0,0,0,0
vehicle1,depot,depot,200,0,240
vehicle2,depot,depot,200,0,240
vehicle3,depot,depot,200,0,240
vehicle4,depot,depot,200,0,240
vehicle5,depot,depot,200,0,240
vehicle6,depot,depot,200,0,240
vehicle7,depot,depot,200,0,240
vehicle8,depot,depot,200,0,240
vehicle9,depot,depot,200,0,240
vehicle10,depot,depot,200,0,240
vehicle11,depot,depot,200,0,240
vehicle12,depot,depot,200,0,240
vehicle13,depot,depot,200,0,240
vehicle14,depot,depot,200,0,240
vehicle15,depot,depot,200,0,240
vehicle16,depot,depot,200,0,240
vehicle17,depot,depot,200,0,240
vehicle18,depot,depot,200,0,240
vehicle19,depot,depot,200,0,240
vehicle20,depot,depot,200,0,240
vehicle21,depot,depot,200,0,240
vehicle22,depot,depot,200,0,240
vehicle23,depot,depot,200,0,240
vehicle24,depot,depot,200,0,240
vehicle25,depot,depot,200,0,240

