FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,213,568,90
visit2,node2,30,22,563,90
visit3,node3,10,1030,1463,90
visit4,node4,10,1154,1527,90
visit5,node5,10,15,402,90
visit6,node6,20,331,822,90
visit7,node7,20,965,1340,90
visit8,node8,20,2653,3280,90
visit9,node9,10,2385,2976,90
visit10,node10,10,2628,3113,90
visit11,node11,10,2603,2952,90
visit12,node12,20,1985,2412,90
visit13,node13,30,2310,2659,90
visit14,node14,10,1846,2365,90
visit15,node15,40,2077,2514,90
visit16,node16,40,1763,2264,90
visit17,node17,20,2143,2638,90
visit18,node18,20,1560,2083,90
visit19,node19,10,1689,2144,90
visit20,node20,10,10,645,90
visit21,node21,20,2675,3288,90
visit22,node22,20,12,505,90
visit23,node23,10,1519,1926,90
visit24,node24,10,23,368,90
visit25,node25,40,2380,2787,90
visit26,node26,10,1330,1919,90
visit27,node27,10,93,484,90
visit28,node28,20,1268,1785,90
visit29,node29,10,168,787,90
visit30,node30,10,170,595,90
visit31,node31,20,585,1136,90
visit32,node32,30,448,897,90
visit33,node33,40,499,1030,90
visit34,node34,20,1190,1661,90
visit35,node35,10,666,1245,90
visit36,node36,10,1076,1589,90
visit37,node37,20,772,1329,90
visit38,node38,30,890,1395,90
visit39,node39,20,1036,1439,90
visit40,node40,10,1612,2185,90
visit41,node41,10,2599,3076,90
visit42,node42,20,2529,2962,90
visit43,node43,10,2463,2842,90
visit44,node44,10,1745,2240,90
visit45,node45,10,1932,2437,90
visit46,node46,30,1884,2293,90
visit47,node47,10,2348,2771,90
visit48,node48,10,2715,3156,90
visit49,node49,10,812,1281,90
visit50,node50,10,2018,2725,90
visit51,node51,10,2015,2544,90
visit52,node52,10,2201,2728,90
visit53,node53,20,1078,1593,90
visit54,node54,40,998,1481,90
visit55,node55,10,897,1392,90
visit56,node56,30,1199,1660,90
visit57,node57,40,1552,2057,90
visit58,node58,30,1263,1780,90
visit59,node59,10,1498,1921,90
visit60,node60,20,1325,1904,90
visit61,node61,10,223,738,90
visit62,node62,20,18,474,90
visit63,node63,50,14,360,90
visit64,node64,10,246,899,90
visit65,node65,10,704,1197,90
visit66,node66,10,393,942,90
visit67,node67,10,12,424,90
visit68,node68,10,641,1070,90
visit69,node69,10,534,985,90
visit70,node70,30,2119,2682,90
visit71,node71,20,2079,2532,90
visit72,node72,10,131,644,90
visit73,node73,10,2169,2818,90
visit74,node74,50,87,498,90
visit75,node75,20,15,607,90
visit76,node76,10,2002,2419,90
visit77,node77,10,2701,3258,90
visit78,node78,20,2599,3164,90
visit79,node79,10,2505,2870,90
visit80,node80,10,2369,2816,90
visit81,node81,30,2563,3002,90
visit82,node82,20,1783,2226,90
visit83,node83,10,1591,2232,90
visit84,node84,20,1513,1928,90
visit85,node85,30,1829,2388,90
visit86,node86,10,1604,2027,90
visit87,node87,20,2976,3275,90
visit88,node88,30,1338,1913,90
visit89,node89,10,1116,1753,90
visit90,node90,10,2789,3279,90
visit91,node91,10,1349,1712,90
visit92,node92,20,518,1029,90
visit93,node93,40,8,509,90
visit94,node94,10,549,1186,90
visit95,node95,30,744,1177,90
visit96,node96,10,2713,3275,90
visit97,node97,30,397,956,90
visit98,node98,20,839,1276,90
visit99,node99,10,272,701,90
visit100,node100,20,373,790,90

