FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,15,204,10
visit2,node2,7,18,202,10
visit3,node3,13,54,187,10
visit4,node4,19,138,169,10
visit5,node5,26,20,199,10
visit6,node6,3,76,131,10
visit7,node7,5,21,170,10
visit8,node8,9,87,112,10
visit9,node9,16,88,115,10
visit10,node10,16,107,150,10
visit11,node11,12,57,86,10
visit12,node12,19,15,192,10
visit13,node13,23,147,180,10
visit14,node14,20,32,187,10
visit15,node15,8,50,81,10
visit16,node16,19,29,139,10
visit17,node17,2,124,189,10
visit18,node18,12,47,136,10
visit19,node19,17,32,146,10
visit20,node20,9,79,182,10
visit21,node21,11,18,195,10
visit22,node22,18,76,127,10
visit23,node23,29,58,87,10
visit24,node24,3,58,190,10
visit25,node25,6,153,186,10
visit26,node26,17,58,208,10
visit27,node27,16,8,75,10
visit28,node28,16,6,136,10
visit29,node29,9,29,150,10
visit30,node30,21,49,102,10
visit31,node31,27,17,198,10
visit32,node32,23,67,186,10
visit33,node33,11,24,92,10
visit34,node34,14,36,183,10
visit35,node35,8,116,178,10
visit36,node36,5,41,112,10
visit37,node37,8,42,198,10
visit38,node38,16,74,101,10
visit39,node39,31,33,110,10
visit40,node40,9,65,114,10
visit41,node41,5,72,131,10
visit42,node42,5,25,91,10
visit43,node43,7,82,185,10
visit44,node44,18,59,88,10
visit45,node45,16,29,99,10
visit46,node46,1,63,180,10
visit47,node47,27,34,176,10
visit48,node48,36,27,192,10
visit49,node49,30,93,132,10
visit50,node50,13,41,203,10
visit51,node51,10,36,149,10
visit52,node52,9,11,195,10
visit53,node53,14,87,112,10
visit54,node54,18,90,197,10
visit55,node55,2,126,155,10
visit56,node56,6,106,163,10
visit57,node57,7,48,163,10
visit58,node58,18,178,210,10
visit59,node59,28,17,202,10
visit60,node60,3,70,201,10
visit61,node61,13,29,132,10
visit62,node62,19,46,79,10
visit63,node63,10,34,172,10
visit64,node64,9,48,107,10
visit65,node65,20,49,113,10
visit66,node66,25,104,159,10
visit67,node67,25,73,102,10
visit68,node68,36,117,176,10
visit69,node69,6,39,70,10
visit70,node70,5,123,198,10
visit71,node71,15,39,148,10
visit72,node72,25,22,197,10
visit73,node73,9,30,135,10
visit74,node74,8,138,169,10
visit75,node75,18,27,192,10
visit76,node76,13,65,90,10
visit77,node77,14,168,199,10
visit78,node78,3,71,130,10
visit79,node79,23,84,109,10
visit80,node80,6,135,198,10
visit81,node81,26,57,140,10
visit82,node82,16,23,196,10
visit83,node83,11,21,198,10
visit84,node84,7,93,118,10
visit85,node85,41,23,177,10
visit86,node86,35,49,148,10
visit87,node87,26,88,107,10
visit88,node88,9,50,107,10
visit89,node89,15,68,211,10
visit90,node90,3,46,153,10
visit91,node91,1,25,194,10
visit92,node92,2,18,53,10
visit93,node93,22,129,199,10
visit94,node94,27,35,174,10
visit95,node95,20,14,205,10
visit96,node96,11,51,204,10
visit97,node97,12,92,183,10
visit98,node98,10,21,198,10
visit99,node99,9,74,101,10
visit100,node100,17,159,195,10

