FIELD|NAMES,name,first,last,capacity,open,close
FIELD|KEYS,1,0,0,0,0,0
vehicle1,depot,depot,200,0,230
vehicle2,depot,depot,200,0,230
vehicle3,depot,depot,200,0,230
vehicle4,depot,depot,200,0,230
vehicle5,depot,depot,200,0,230
vehicle6,depot,depot,200,0,230
vehicle7,depot,depot,200,0,230
vehicle8,depot,depot,200,0,230
vehicle9,depot,depot,200,0,230
vehicle10,depot,depot,200,0,230
vehicle11,depot,depot,200,0,230
vehicle12,depot,depot,200,0,230
vehicle13,depot,depot,200,0,230
vehicle14,depot,depot,200,0,230
vehicle15,depot,depot,200,0,230
vehicle16,depot,depot,200,0,230
vehicle17,depot,depot,200,0,230
vehicle18,depot,depot,200,0,230
vehicle19,depot,depot,200,0,230
vehicle20,depot,depot,200,0,230
vehicle21,depot,depot,200,0,230
vehicle22,depot,depot,200,0,230
vehicle23,depot,depot,200,0,230
vehicle24,depot,depot,200,0,230
vehicle25,depot,depot,200,0,230

