FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,20,0,191,10
visit2,node2,30,0,199,10
visit3,node3,10,0,190,10
visit4,node4,40,141,171,10
visit5,node5,20,0,189,10
visit6,node6,20,95,125,10
visit7,node7,20,0,194,10
visit8,node8,10,91,121,10
visit9,node9,20,91,121,10
visit10,node10,30,119,149,10
visit11,node11,40,59,89,10
visit12,node12,20,0,197,10
visit13,node13,10,142,172,10
visit14,node14,10,0,194,10
visit15,node15,20,58,88,10
visit16,node16,20,0,188,10
visit17,node17,20,149,179,10
visit18,node18,20,0,184,10
visit19,node19,40,0,189,10
visit20,node20,10,0,194,10
visit21,node21,10,0,185,10
visit22,node22,40,92,122,10
visit23,node23,30,65,95,10
visit24,node24,10,0,194,10
visit25,node25,20,154,184,10
visit26,node26,30,0,171,10
visit27,node27,20,62,92,10
visit28,node28,10,0,174,10
visit29,node29,10,0,177,10
visit30,node30,10,74,104,10
visit31,node31,20,0,179,10
visit32,node32,10,0,178,10
visit33,node33,10,51,81,10
visit34,node34,30,0,182,10
visit35,node35,20,139,169,10
visit36,node36,40,43,73,10
visit37,node37,10,0,189,10
visit38,node38,30,75,105,10
visit39,node39,10,37,67,10
visit40,node40,30,85,115,10
visit41,node41,20,92,122,10
visit42,node42,10,33,63,10
visit43,node43,20,0,191,10
visit44,node44,10,64,94,10
visit45,node45,10,37,67,10
visit46,node46,10,0,192,10
visit47,node47,10,0,191,10
visit48,node48,10,0,184,10
visit49,node49,10,104,134,10
visit50,node50,30,0,194,10
visit51,node51,19,0,196,10
visit52,node52,3,0,205,10
visit53,node53,5,91,121,10
visit54,node54,16,0,211,10
visit55,node55,16,140,170,10
visit56,node56,19,130,160,10
visit57,node57,23,0,203,10
visit58,node58,20,152,182,10
visit59,node59,19,0,187,10
visit60,node60,17,0,203,10
visit61,node61,9,0,214,10
visit62,node62,3,52,82,10
visit63,node63,6,0,190,10
visit64,node64,17,53,83,10
visit65,node65,16,11,41,10
visit66,node66,16,133,163,10
visit67,node67,9,70,100,10
visit68,node68,21,144,174,10
visit69,node69,27,41,71,10
visit70,node70,23,180,210,10
visit71,node71,14,0,204,10
visit72,node72,8,0,202,10
visit73,node73,5,0,190,10
visit74,node74,8,141,171,10
visit75,node75,16,0,172,10
visit76,node76,31,75,105,10
visit77,node77,7,150,180,10
visit78,node78,27,90,120,10
visit79,node79,30,89,119,10
visit80,node80,13,192,222,10
visit81,node81,10,0,217,10
visit82,node82,9,0,215,10
visit83,node83,14,0,210,10
visit84,node84,18,96,126,10
visit85,node85,2,0,194,10
visit86,node86,28,0,197,10
visit87,node87,13,90,120,10
visit88,node88,19,67,97,10
visit89,node89,25,0,177,10
visit90,node90,6,0,225,10
visit91,node91,13,0,217,10
visit92,node92,14,14,44,10
visit93,node93,3,178,208,10
visit94,node94,23,0,212,10
visit95,node95,6,0,209,10
visit96,node96,26,0,214,10
visit97,node97,35,0,181,10
visit98,node98,9,0,215,10
visit99,node99,15,77,107,10
visit100,node100,3,180,210,10

