FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,830,1049,90
visit2,node2,30,756,939,90
visit3,node3,10,16,336,90
visit4,node4,10,643,866,90
visit5,node5,10,15,226,90
visit6,node6,20,499,824,90
visit7,node7,20,87,308,90
visit8,node8,20,150,429,90
visit9,node9,10,429,710,90
visit10,node10,10,279,488,90
visit11,node11,10,363,590,90
visit12,node12,20,547,826,90
visit13,node13,30,30,280,90
visit14,node14,10,489,698,90
visit15,node15,40,318,495,90
visit16,node16,40,394,609,90
visit17,node17,20,33,226,90
visit18,node18,20,68,365,90
visit19,node19,10,176,447,90
visit20,node20,10,10,265,90
visit21,node21,20,836,1043,90
visit22,node22,20,704,991,90
visit23,node23,10,664,845,90
visit24,node24,10,15,333,90
visit25,node25,40,88,305,90
visit26,node26,10,502,821,90
visit27,node27,10,179,398,90
visit28,node28,20,476,663,90
visit29,node29,10,288,475,90
visit30,node30,10,368,585,90
visit31,node31,20,144,293,90
visit32,node32,30,31,309,90
visit33,node33,40,33,313,90
visit34,node34,20,655,912,90
visit35,node35,10,191,436,90
visit36,node36,10,588,793,90
visit37,node37,20,305,512,90
visit38,node38,30,414,587,90
visit39,node39,20,481,710,90
visit40,node40,10,180,405,90
visit41,node41,10,63,338,90
visit42,node42,20,19,345,90
visit43,node43,10,16,273,90
visit44,node44,10,278,493,90
visit45,node45,10,453,688,90
visit46,node46,30,355,602,90
visit47,node47,10,837,1127,90
visit48,node48,10,539,786,90
visit49,node49,10,867,1126,90
visit50,node50,10,719,976,90
visit51,node51,10,635,876,90
visit52,node52,10,825,1056,90
visit53,node53,20,193,440,90
visit54,node54,40,78,365,90
visit55,node55,10,35,287,90
visit56,node56,30,308,513,90
visit57,node57,40,35,246,90
visit58,node58,30,376,629,90
visit59,node59,10,519,872,90
visit60,node60,20,463,728,90
visit61,node61,10,412,729,90
visit62,node62,20,181,398,90
visit63,node63,50,100,289,90
visit64,node64,10,539,786,90
visit65,node65,10,12,223,90
visit66,node66,10,753,948,90
visit67,node67,10,12,275,90
visit68,node68,10,669,842,90
visit69,node69,10,836,1049,90
visit70,node70,30,284,559,90
visit71,node71,20,194,459,90
visit72,node72,10,367,588,90
visit73,node73,10,370,659,90
visit74,node74,50,263,502,90
visit75,node75,20,847,1130,90
visit76,node76,10,119,344,90
visit77,node77,10,469,748,90
visit78,node78,20,50,295,90
visit79,node79,10,573,826,90
visit80,node80,10,694,895,90
visit81,node81,30,47,356,90
visit82,node82,20,293,496,90
visit83,node83,10,154,449,90
visit84,node84,20,360,621,90
visit85,node85,30,470,697,90
visit86,node86,10,76,335,90
visit87,node87,20,25,260,90
visit88,node88,30,551,802,90
visit89,node89,10,640,899,90
visit90,node90,10,20,276,90
visit91,node91,10,756,969,90
visit92,node92,20,257,552,90
visit93,node93,40,409,584,90
visit94,node94,10,209,412,90
visit95,node95,30,130,305,90
visit96,node96,10,36,283,90
visit97,node97,30,470,713,90
visit98,node98,20,30,248,90
visit99,node99,10,628,935,90
visit100,node100,20,530,843,90

