FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,190,974,10
visit2,node2,7,18,792,10
visit3,node3,13,289,822,10
visit4,node4,19,679,800,10
visit5,node5,26,20,906,10
visit6,node6,3,355,574,10
visit7,node7,5,72,669,10
visit8,node8,9,393,492,10
visit9,node9,16,394,503,10
visit10,node10,16,517,692,10
visit11,node11,12,206,325,10
visit12,node12,19,15,725,10
visit13,node13,23,694,823,10
visit14,node14,20,32,694,10
visit15,node15,8,176,299,10
visit16,node16,19,102,543,10
visit17,node17,2,673,930,10
visit18,node18,12,229,582,10
visit19,node19,17,95,552,10
visit20,node20,9,418,829,10
visit21,node21,11,18,727,10
visit22,node22,18,349,554,10
visit23,node23,29,206,325,10
visit24,node24,3,435,960,10
visit25,node25,6,826,956,10

