FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,850,1030,90
visit2,node2,30,758,938,90
visit3,node3,10,16,196,90
visit4,node4,10,665,845,90
visit5,node5,10,15,195,90
visit6,node6,20,572,752,90
visit7,node7,20,108,288,90
visit8,node8,20,200,380,90
visit9,node9,10,480,660,90
visit10,node10,10,294,474,90
visit11,node11,10,387,567,90
visit12,node12,20,597,777,90
visit13,node13,30,30,210,90
visit14,node14,10,504,684,90
visit15,node15,40,317,497,90
visit16,node16,40,412,592,90
visit17,node17,20,34,214,90
visit18,node18,20,127,307,90
visit19,node19,10,222,402,90
visit20,node20,10,10,190,90
visit21,node21,20,850,1030,90
visit22,node22,20,758,938,90
visit23,node23,10,665,845,90
visit24,node24,10,15,195,90
visit25,node25,40,107,287,90

