FIELD|NAMES,name,first,last,capacity,open,close
FIELD|KEYS,1,0,0,0,0,0
vehicle1,depot,depot,700,0,3390
vehicle2,depot,depot,700,0,3390
vehicle3,depot,depot,700,0,3390
vehicle4,depot,depot,700,0,3390
vehicle5,depot,depot,700,0,3390
vehicle6,depot,depot,700,0,3390
vehicle7,depot,depot,700,0,3390
vehicle8,depot,depot,700,0,3390
vehicle9,depot,depot,700,0,3390
vehicle10,depot,depot,700,0,3390
vehicle11,depot,depot,700,0,3390
vehicle12,depot,depot,700,0,3390
vehicle13,depot,depot,700,0,3390
vehicle14,depot,depot,700,0,3390
vehicle15,depot,depot,700,0,3390
vehicle16,depot,depot,700,0,3390
vehicle17,depot,depot,700,0,3390
vehicle18,depot,depot,700,0,3390
vehicle19,depot,depot,700,0,3390
vehicle20,depot,depot,700,0,3390
vehicle21,depot,depot,700,0,3390
vehicle22,depot,depot,700,0,3390
vehicle23,depot,depot,700,0,3390
vehicle24,depot,depot,700,0,3390
vehicle25,depot,depot,700,0,3390

