FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,133,198,10
visit2,node2,7,22,87,10
visit3,node3,13,98,143,10
visit4,node4,19,123,184,10
visit5,node5,26,20,93,10
visit6,node6,3,76,131,10
visit7,node7,5,61,110,10
visit8,node8,9,75,124,10
visit9,node9,16,74,129,10
visit10,node10,16,107,150,10
visit11,node11,12,42,101,10
visit12,node12,19,38,97,10
visit13,node13,23,131,196,10
visit14,node14,20,32,114,10
visit15,node15,8,35,96,10
visit16,node16,19,52,107,10
visit17,node17,2,124,189,10
visit18,node18,12,69,114,10
visit19,node19,17,52,109,10
visit20,node20,9,105,156,10
visit21,node21,11,37,96,10
visit22,node22,18,76,127,10
visit23,node23,29,43,102,10
visit24,node24,3,124,190,10
visit25,node25,6,121,186,10
visit26,node26,17,112,161,10
visit27,node27,16,8,75,10
visit28,node28,16,11,76,10
visit29,node29,9,37,98,10
visit30,node30,21,49,102,10
visit31,node31,27,24,85,10
visit32,node32,23,116,175,10
visit33,node33,11,24,92,10
visit34,node34,14,96,147,10
visit35,node35,8,116,178,10
visit36,node36,5,41,112,10
visit37,node37,8,113,164,10
visit38,node38,16,60,115,10
visit39,node39,31,33,110,10
visit40,node40,9,65,114,10
visit41,node41,5,72,131,10
visit42,node42,5,25,91,10
visit43,node43,7,111,162,10
visit44,node44,18,45,102,10
visit45,node45,16,29,99,10
visit46,node46,1,92,151,10
visit47,node47,27,34,105,10
visit48,node48,36,128,192,10
visit49,node49,30,93,132,10
visit50,node50,13,102,155,10

