============================
Author(s)	 Coelho J.,  Vanhoucke M.
Date	 2011/01/01
Submission date	 2017/5/26
==================================
# Reference	 Coelho J., Vanhoucke M. 2011. 'Multi-mode resource-constrained project scheduling using RCPSP and SAT solvers', European Journal of Operational Research 213, 1: 73 - 82.
==================
# Hardware / software	 Stevin Supercomputer Infrastructure, C++, compiler intel/2017.02, Linux
# Stop criteria	cumulated results from several runs, on open instances only. Maximal run: 100 runs x 500k schedules
=======================================
    ID	Type	Value	Time
------------------------------------
	1	heuristic	31	633000
	2	heuristic	25	510000
	3	heuristic	26	488000
	4	heuristic	29	641000
	5	heuristic	26	657000
	6	heuristic	24	422000
	7	heuristic	25	390000
	8	heuristic	22	350000
	9	heuristic	24	413000
	10	heuristic	23	382000
	11	heuristic	19	428000
	12	heuristic	20	436000
	13	heuristic	18	464000
	14	heuristic	23	437000
	15	heuristic	18	431000
	16	heuristic	19	396000
	17	heuristic	18	344000
	18	heuristic	22	366000
	19	heuristic	19	4013000
	20	heuristic	22	416000
	21	heuristic	20	319000
	22	heuristic	18	319000
	23	heuristic	20	313000
	24	heuristic	18	320000
	25	heuristic	17	324000
	26	heuristic	20	405000
	27	heuristic	21	331000
	28	heuristic	21	330000
	29	heuristic	25	355000
	30	heuristic	24	331000
	31	heuristic	44	496000
	32	heuristic	42	481000
	33	heuristic	41	438000
	34	heuristic	45	45000
	35	heuristic	41	464000
	36	heuristic	37	404000
	37	heuristic	31	444000
	38	heuristic	33	445000
	39	heuristic	34	406000
	40	heuristic	42	406000
	41	heuristic	32	430000
	42	heuristic	24	391000
	43	heuristic	26	389000
	44	heuristic	26	423000
	45	heuristic	28	412000
	46	heuristic	26	437000
	47	heuristic	34	388000
	48	heuristic	26	373000
	49	heuristic	27	372000
	50	heuristic	35	389000
	51	heuristic	26	327000
	52	heuristic	28	302000
	53	heuristic	28	314000
	54	heuristic	24	271000
	55	heuristic	29	276000
	56	heuristic	26	3806000
	57	heuristic	30	346000
	58	heuristic	23	345000
	59	heuristic	26	372000
	60	heuristic	25	334000
	61	heuristic	25	723000
	62	heuristic	29	705000
	63	heuristic	28	669000
	64	heuristic	24	785000
	65	heuristic	24	602000
	66	heuristic	23	431000
	67	heuristic	21	435000
	68	heuristic	22	436000
	69	heuristic	20	381000
	70	heuristic	19	393000
	71	heuristic	19	435000
	72	heuristic	25	397000
	73	heuristic	17	433000
	74	heuristic	23	385000
	75	heuristic	18	415000
	76	heuristic	17	387000
	77	heuristic	16	366000
	78	heuristic	18	414000
	79	heuristic	19	390000
	80	heuristic	26	411000
	81	heuristic	17	338000
	82	heuristic	20	331000
	83	heuristic	16	308000
	84	heuristic	15	335000
	85	heuristic	18	325000
	86	heuristic	24	275000
	87	heuristic	20	351000
	88	heuristic	16	347000
	89	heuristic	19	373000
	90	heuristic	17	294000
	91	heuristic	29	728000
	92	heuristic	27	522000
	93	heuristic	31	707000
	94	heuristic	25	714000
	95	heuristic	28	569000
	96	heuristic	30	394000
	97	heuristic	26	415000
	98	heuristic	23	398000
	99	heuristic	25	389000
	100	heuristic	26	398000
	101	heuristic	18	401000
	102	heuristic	21	446000
	103	heuristic	21	404000
	104	heuristic	18	498000
	105	heuristic	17	413000
	106	heuristic	20	377000
	107	heuristic	20	391000
	108	heuristic	18	384000
	109	heuristic	21	343000
	110	heuristic	23	403000
	111	heuristic	17	318000
	112	heuristic	19	319000
	113	heuristic	20	334000
	114	heuristic	16	313000
	115	heuristic	22	367000
	116	heuristic	17	383000
	117	heuristic	18	399000
	118	heuristic	23	373000
	119	heuristic	18	369000
	120	heuristic	18	366000
	121	heuristic	24	569000
	122	heuristic	27	806000
	123	heuristic	26	752000
	124	heuristic	29	988000
	125	heuristic	27	620000
	126	heuristic	20	403000
	127	heuristic	21	369000
	128	heuristic	22	425000
	129	heuristic	21	382000
	130	heuristic	19	426000
	131	heuristic	20	462000
	132	heuristic	18	460000
	133	heuristic	17	488000
	134	heuristic	17	437000
	135	heuristic	18	452000
	136	heuristic	25	416000
	137	heuristic	18	387000
	138	heuristic	21	400000
	139	heuristic	23	417000
	140	heuristic	19	373000
	141	heuristic	18	310000
	142	heuristic	19	343000
	143	heuristic	17	309000
	144	heuristic	20	281000
	145	heuristic	16	300000
	146	heuristic	17	318000
	147	heuristic	20	321000
	148	heuristic	20	294000
	149	heuristic	17	329000
	150	heuristic	17	313000
	151	heuristic	26	572000
	152	heuristic	29	671000
	153	heuristic	27	825000
	154	heuristic	26	589000
	155	heuristic	25	660000
	156	heuristic	23	372000
	157	heuristic	22	378000
	158	heuristic	23	416000
	159	heuristic	23	448000
	160	heuristic	20	410000
	161	heuristic	20	498000
	162	heuristic	23	425000
	163	heuristic	21	454000
	164	heuristic	20	425000
	165	heuristic	20	474000
	166	heuristic	18	429000
	167	heuristic	24	380000
	168	heuristic	25	354000
	169	heuristic	19	381000
	170	heuristic	21	416000
	171	heuristic	16	333000
	172	heuristic	21	319000
	173	heuristic	20	296000
	174	heuristic	22	301000
	175	heuristic	22	306000
	176	heuristic	20	308000
	177	heuristic	19	321000
	178	heuristic	18	331000
	179	heuristic	23	285000
	180	heuristic	21	335000
	181	heuristic	42	553000
	182	heuristic	42	594000
	183	heuristic	41	632000
	184	heuristic	40	629000
	185	heuristic	42	633000
	186	heuristic	35	422000
	187	heuristic	31	408000
	188	heuristic	34	413000
	189	heuristic	38	401000
	190	heuristic	39	425000
	191	heuristic	30	482000
	192	heuristic	29	415000
	193	heuristic	27	469000
	194	heuristic	29	417000
	195	heuristic	25	431000
	196	heuristic	26	413000
	197	heuristic	30	419000
	198	heuristic	27	385000
	199	heuristic	28	393000
	200	heuristic	30	408000
	201	heuristic	27	312000
	202	heuristic	28	314000
	203	heuristic	27	290000
	204	heuristic	28	308000
	205	heuristic	33	338000
	206	heuristic	33	353000
	207	heuristic	26	342000
	208	heuristic	26	311000
	209	heuristic	24	325000
	210	heuristic	30	387000
	211	heuristic	65	529000
	212	heuristic	64	428000
	213	heuristic	68	563000
	214	heuristic	52	514000
	215	heuristic	64	524000
	216	heuristic	47	431000
	217	heuristic	41	437000
	218	heuristic	51	416000
	219	heuristic	49	422000
	220	heuristic	46	391000
	221	heuristic	46	442000
	222	heuristic	34	442000
	223	heuristic	39	3934000
	224	heuristic	36	412000
	225	heuristic	44	439000
	226	heuristic	42	351000
	227	heuristic	41	385000
	228	heuristic	45	378000
	229	heuristic	31	390000
	230	heuristic	39	396000
	231	heuristic	36	348000
	232	heuristic	40	318000
	233	heuristic	42	319000
	234	heuristic	39	318000
	235	heuristic	39	308000
	236	heuristic	35	314000
	237	heuristic	39	368000
	238	heuristic	29	3638000
	239	heuristic	34	342000
	240	heuristic	41	346000
	241	heuristic	39	744000
	242	heuristic	45	573000
	243	heuristic	38	654000
	244	heuristic	38	523000
	245	heuristic	34	657000
	246	heuristic	37	369000
	247	heuristic	31	358000
	248	heuristic	36	387000
	249	heuristic	37	439000
	250	heuristic	34	400000
	251	heuristic	21	408000
	252	heuristic	27	382000
	253	heuristic	25	422000
	254	heuristic	31	444000
	255	heuristic	25	389000
	256	heuristic	25	363000
	257	heuristic	26	384000
	258	heuristic	30	409000
	259	heuristic	33	396000
	260	heuristic	26	343000
	261	heuristic	28	322000
	262	heuristic	25	319000
	263	heuristic	32	331000
	264	heuristic	18	322000
	265	heuristic	32	335000
	266	heuristic	25	314000
	267	heuristic	27	307000
	268	heuristic	26	353000
	269	heuristic	21	343000
	270	heuristic	23	354000
	271	heuristic	37	676000
	272	heuristic	40	624000
	273	heuristic	41	636000
	274	heuristic	40	451000
	275	heuristic	42	559000
	276	heuristic	35	380000
	277	heuristic	29	396000
	278	heuristic	34	407000
	279	heuristic	35	382000
	280	heuristic	38	436000
	281	heuristic	25	4408000
	282	heuristic	28	425000
	283	heuristic	31	397000
	284	heuristic	28	433000
	285	heuristic	27	455000
	286	heuristic	35	393000
	287	heuristic	33	406000
	288	heuristic	33	379000
	289	heuristic	28	3802000
	290	heuristic	28	3979000
	291	heuristic	29	296000
	292	heuristic	22	338000
	293	heuristic	24	282000
	294	heuristic	31	300000
	295	heuristic	33	322000
	296	heuristic	34	366000
	297	heuristic	27	349000
	298	heuristic	32	350000
	299	heuristic	23	362000
	300	heuristic	24	362000
	301	heuristic	37	446000
	302	heuristic	42	740000
	303	heuristic	45	865000
	304	heuristic	40	694000
	305	heuristic	36	545000
	306	heuristic	34	423000
	307	heuristic	32	388000
	308	heuristic	32	370000
	309	heuristic	29	405000
	310	heuristic	31	415000
	311	heuristic	28	370000
	312	heuristic	32	425000
	313	heuristic	27	430000
	314	heuristic	21	388000
	315	heuristic	32	360000
	316	heuristic	29	401000
	317	heuristic	28	408000
	318	heuristic	32	388000
	319	heuristic	26	370000
	320	heuristic	22	373000
	321	heuristic	27	328000
	322	heuristic	22	336000
	323	heuristic	28	309000
	324	heuristic	29	318000
	325	heuristic	29	317000
	326	heuristic	24	282000
	327	heuristic	23	360000
	328	heuristic	29	351000
	329	heuristic	25	303000
	330	heuristic	37	292000
	331	heuristic	37	567000
	332	heuristic	42	587000
	333	heuristic	42	823000
	334	heuristic	30	769000
	335	heuristic	42	705000
	336	heuristic	28	391000
	337	heuristic	32	397000
	338	heuristic	30	378000
	339	heuristic	33	419000
	340	heuristic	30	408000
	341	heuristic	20	483000
	342	heuristic	28	446000
	343	heuristic	22	458000
	344	heuristic	29	411000
	345	heuristic	24	403000
	346	heuristic	24	385000
	347	heuristic	30	384000
	348	heuristic	23	386000
	349	heuristic	27	379000
	350	heuristic	26	32000
	351	heuristic	27	311000
	352	heuristic	24	315000
	353	heuristic	24	309000
	354	heuristic	36	335000
	355	heuristic	27	345000
	356	heuristic	21	319000
	357	heuristic	30	353000
	358	heuristic	23	332000
	359	heuristic	26	317000
	360	heuristic	28	358000
	361	heuristic	68	592000
	362	heuristic	71	686000
	363	heuristic	68	544000
	364	heuristic	75	579000
	365	heuristic	78	545000
	366	heuristic	58	454000
	367	heuristic	53	391000
	368	heuristic	65	388000
	369	heuristic	54	375000
	370	heuristic	57	380000
	371	heuristic	51	420000
	372	heuristic	40	400000
	373	heuristic	45	374000
	374	heuristic	51	433000
	375	heuristic	44	464000
	376	heuristic	44	415000
	377	heuristic	40	348000
	378	heuristic	43	338000
	379	heuristic	40	418000
	380	heuristic	49	35000
	381	heuristic	44	288000
	382	heuristic	48	326000
	383	heuristic	47	316000
	384	heuristic	47	315000
	385	heuristic	39	320000
	386	heuristic	49	314000
	387	heuristic	53	300000
	388	heuristic	38	373000
	389	heuristic	48	340000
	390	heuristic	42	340000
	391	heuristic	73	559000
	392	heuristic	83	527000
	393	heuristic	73	534000
	394	heuristic	68	420000
	395	heuristic	81	470000
	396	heuristic	72	366000
	397	heuristic	68	386000
	398	heuristic	82	387000
	399	heuristic	73	388000
	400	heuristic	70	4051000
	401	heuristic	64	449000
	402	heuristic	59	393000
	403	heuristic	57	433000
	404	heuristic	65	417000
	405	heuristic	53	371000
	406	heuristic	59	425000
	407	heuristic	60	384000
	408	heuristic	56	337000
	409	heuristic	68	385000
	410	heuristic	54	3777000
	411	heuristic	49	293000
	412	heuristic	54	307000
	413	heuristic	51	317000
	414	heuristic	56	311000
	415	heuristic	62	318000
	416	heuristic	51	344000
	417	heuristic	57	399000
	418	heuristic	60	296000
	419	heuristic	59	331000
	420	heuristic	57	4146000
	421	heuristic	73	785000
	422	heuristic	67	470000
	423	heuristic	63	690000
	424	heuristic	86	717000
	425	heuristic	77	509000
	426	heuristic	52	384000
	427	heuristic	55	401000
	428	heuristic	59	4753000
	429	heuristic	64	422000
	430	heuristic	56	371000
	431	heuristic	40	431000
	432	heuristic	40	408000
	433	heuristic	41	457000
	434	heuristic	43	373000
	435	heuristic	51	448000
	436	heuristic	46	371000
	437	heuristic	45	412000
	438	heuristic	44	435000
	439	heuristic	49	468000
	440	heuristic	43	393000
	441	heuristic	46	309000
	442	heuristic	57	309000
	443	heuristic	41	302000
	444	heuristic	45	294000
	445	heuristic	48	317000
	446	heuristic	54	293000
	447	heuristic	43	363000
	448	heuristic	50	339000
	449	heuristic	43	338000
	450	heuristic	42	373000
	451	heuristic	69	470000
	452	heuristic	74	591000
	453	heuristic	53	492000
	454	heuristic	78	687000
	455	heuristic	61	607000
	456	heuristic	63	375000
	457	heuristic	61	352000
	458	heuristic	54	430000
	459	heuristic	60	417000
	460	heuristic	52	431000
	461	heuristic	52	462000
	462	heuristic	45	410000
	463	heuristic	52	376000
	464	heuristic	36	423000
	465	heuristic	45	439000
	466	heuristic	45	368000
	467	heuristic	60	365000
	468	heuristic	45	395000
	469	heuristic	43	368000
	470	heuristic	41	412000
	471	heuristic	50	280000
	472	heuristic	47	312000
	473	heuristic	43	300000
	474	heuristic	46	292000
	475	heuristic	45	326000
	476	heuristic	39	356000
	477	heuristic	48	327000
	478	heuristic	44	375000
	479	heuristic	45	334000
	480	heuristic	42	332000
	481	heuristic	63	607000
	482	heuristic	65	529000
	483	heuristic	69	607000
	484	heuristic	56	547000
	485	heuristic	74	594000
	486	heuristic	71	364000
	487	heuristic	55	341000
	488	heuristic	54	388000
	489	heuristic	53	375000
	490	heuristic	49	419000
	491	heuristic	38	416000
	492	heuristic	39	461000
	493	heuristic	35	443000
	494	heuristic	45	437000
	495	heuristic	36	450000
	496	heuristic	45	363000
	497	heuristic	46	392000
	498	heuristic	50	383000
	499	heuristic	45	335000
	500	heuristic	45	351000
	501	heuristic	41	327000
	502	heuristic	45	336000
	503	heuristic	39	321000
	504	heuristic	36	337000
	505	heuristic	36	306000
	506	heuristic	39	318000
	507	heuristic	43	339000
	508	heuristic	34	343000
	509	heuristic	36	344000
	510	heuristic	40	372000
	511	heuristic	67	776000
	512	heuristic	88	723000
	513	heuristic	66	543000
	514	heuristic	59	578000
	515	heuristic	61	606000
	516	heuristic	51	430000
	517	heuristic	55	293000
	518	heuristic	57	336000
	519	heuristic	53	333000
	520	heuristic	55	338000
	521	heuristic	42	404000
	522	heuristic	43	453000
	523	heuristic	40	427000
	524	heuristic	40	399000
	525	heuristic	38	427000
	526	heuristic	46	304000
	527	heuristic	53	329000
	528	heuristic	46	345000
	529	heuristic	46	342000
	530	heuristic	46	297000
	531	heuristic	53	343000
	532	heuristic	38	327000
	533	heuristic	38	337000
	534	heuristic	50	326000
	535	heuristic	40	345000
	536	heuristic	45	355000
	537	heuristic	46	305000
	538	heuristic	50	384000
	539	heuristic	38	330000
	540	heuristic	40	339000
