FIELD|NAMES,name,node,quantity,minTime,maxTime,dropTime
FIELD|KEYS,1,0,0,0,0,0
visit1,node1,10,885,994,90
visit2,node2,30,802,893,90
visit3,node3,10,25,186,90
visit4,node4,10,699,810,90
visit5,node5,10,15,120,90
visit6,node6,20,580,743,90
visit7,node7,20,142,253,90
visit8,node8,20,220,359,90
visit9,node9,10,499,640,90
visit10,node10,10,331,436,90
visit11,node11,10,420,533,90
visit12,node12,20,617,756,90
visit13,node13,30,30,155,90
visit14,node14,10,541,646,90
visit15,node15,40,362,451,90
visit16,node16,40,448,555,90
visit17,node17,20,75,172,90
visit18,node18,20,142,291,90
visit19,node19,10,244,379,90
visit20,node20,10,10,137,90
visit21,node21,20,888,991,90
visit22,node22,20,776,919,90
visit23,node23,10,709,800,90
visit24,node24,10,25,184,90
visit25,node25,40,142,251,90
visit26,node26,10,582,741,90
visit27,node27,10,234,343,90
visit28,node28,20,523,616,90
visit29,node29,10,335,428,90
visit30,node30,10,422,531,90
visit31,node31,20,181,256,90
visit32,node32,30,31,170,90
visit33,node33,40,52,193,90
visit34,node34,20,719,848,90
visit35,node35,10,252,375,90
visit36,node36,10,639,742,90
visit37,node37,20,357,460,90
visit38,node38,30,457,544,90
visit39,node39,20,538,653,90
visit40,node40,10,236,349,90
visit41,node41,10,132,269,90
visit42,node42,20,27,190,90
visit43,node43,10,16,144,90
visit44,node44,10,332,439,90
visit45,node45,10,512,629,90
visit46,node46,30,417,540,90
visit47,node47,10,982,1127,90
visit48,node48,10,601,724,90
visit49,node49,10,969,1098,90
visit50,node50,10,783,912,90

